Number,Spokesperson,Spokesperson.Attitude,Country,Knowledge.SD,Age.Group,Gender,Employment,City.size1,FAC.SCFM,Message.Sharing,Suport.SD,Current.Practice.SD,Future.Practice.SD,Num.Measures.SD,Age,Education,Household.Size,Settlement.Size,Concern.Situation,Concern.Others,Others.SD,Movement,Infection.percent,Subjective.Health,Satisfaction.Government,PH.vs.Economy,Religiosity,Q6.Self.Isolation,Q6.Quarantine.Zones,Q6.Closing.Borders,Q6.Meeting.Friends,Q6.Physical.Distance,Q6.Closing.Businesses,Q6.Public.Transportation,Q6.Canceling.Events,Q6.No.Workplace,Q6.Self.Isolation1,Q6.Quarantine.Zones1,Q6.Closing.Borders1,Q6.Meeting.Friends1,Q6.Physical.Distance1,Q6.Closing.Businesses1,Q6.Public.Transportation1,Q6.Canceling.Events1,Q6.No.Workplace1
9403,Fauci,Like,BR,Yes,Old,Female,Employed,City,0.205,7,7,6,6,8,57,6,3,4,7,7,2,1,1,4,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9404,Fauci,NA,BR,Yes,Young,Female,Employed,City,-0.136,7,7,6,6,5,32,4,1,4,7,7,2,1,5,4,6,5,5,No,No,Yes,Yes,Yes,No,No,Yes,Yes,0,0,1,1,1,0,0,1,1
9405,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,-4.395,1,2,3,1,1,42,6,5,4,1,1,3,7,1,5,7,4,5,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9406,Fauci,Neutral,BR,Yes,Young,Female,Employed,City,-1.435,4,5,6,5,1,19,3,3,4,6,5,3,2,2,4,3,3,7,No,No,No,No,No,No,No,Yes,No,0,0,0,0,0,0,0,1,0
9407,Fauci,Like,BR,Yes,Young,Female,Employed,City,0.933,7,7,7,7,9,21,6,3,4,6,6,4,3,5,3,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9408,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.82,7,7,7,7,8,29,5,3,4,7,6,4,1,2,3,4,2,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,1,1,0,1,1,1,1
9409,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.706,7,7,7,7,7,34,6,3,4,7,7,4,1,3,4,5,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
9410,Fauci,NA,BR,Yes,Young,Male,Employed,City,0.706,1,7,7,7,7,29,5,2,4,5,7,4,1,1,5,7,7,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,1,1,1,1,0,1,1,0
9411,Fauci,NA,BR,Yes,Mid-Age,Male,Self-employed,City,0.933,7,7,7,7,9,43,4,3,4,7,7,4,1,6,3,3,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9412,Fauci,Neutral,BR,Yes,Young,Female,Self-employed,City,0.407,7,7,7,6,7,28,3,3,4,7,5,3,1,2,3,5,1,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9413,Fauci,NA,BR,Yes,Young,Female,Employed,City,-2.589,1,4,7,1,1,22,5,6,4,5,7,7,5,1,5,6,4,7,No,Yes,No,No,No,No,No,No,No,0,1,0,0,0,0,0,0,0
9414,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,0.933,7,7,7,7,9,37,3,5,4,7,7,3,1,1,4,6,4,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9415,Fauci,Neutral,BR,Yes,Young,Female,Employed,City,-0.41,7,7,5,5,8,29,6,4,4,7,7,4,3,2,3,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
9416,Fauci,NA,BR,Yes,Young,Male,Employed,City,-4.07,1,2,2,2,4,27,4,4,4,3,6,6,2,1,5,7,4,7,No,Yes,Yes,No,Yes,No,No,Yes,No,0,1,1,0,1,0,0,1,0
9417,Fauci,Neutral,BR,Yes,Old,Male,Employed,City,-0.906,6,7,5,6,1,65,2,4,4,7,7,1,6,1,3,4,3,7,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9418,Fauci,Like,BR,Yes,Young,Female,Employed,City,0.407,7,7,7,6,7,29,5,1,4,6,6,3,1,3,5,2,1,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
9419,Fauci,Dislike,BR,Yes,Mid-Age,Female,Self-employed,City,-5.298,1,1,1,1,1,38,6,1,4,1,1,1,1,1,5,7,4,5,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9420,Fauci,Neutral,BR,Yes,Young,Male,Employed,City,0.618,7,7,6,7,9,26,6,2,4,5,6,4,2,3,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9421,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.136,7,7,6,6,5,23,3,4,4,7,7,5,1,1,4,2,1,7,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9422,Fauci,Neutral,BR,Yes,Young,Female,Student,City,-0.249,6,7,6,6,4,21,6,3,4,6,6,2,2,2,5,1,1,5,Yes,No,Yes,No,Yes,No,Yes,No,No,1,0,1,0,1,0,1,0,0
9423,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,-2.936,1,4,4,3,1,42,6,2,4,7,6,3,1,1,4,3,4,7,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9424,Fauci,Like,BR,Yes,Young,Male,Employed,City,0.933,7,7,7,7,9,28,6,2,4,7,7,4,4,3,3,4,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9425,Fauci,Like,BR,Yes,Old,Female,Employed,City,0.003,7,7,5,6,9,54,4,2,4,5,7,4,1,1,5,5,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9426,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.82,7,7,7,7,8,37,5,4,4,7,7,3,1,1,3,1,1,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9427,Fauci,Neutral,BR,Yes,Mid-Age,Female,Employed,City,-0.894,7,7,5,3,9,43,6,6,4,7,7,5,1,2,3,5,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9428,Fauci,Neutral,BR,Yes,Old,Female,Retired,City,0.933,7,7,7,7,9,70,6,2,4,7,7,5,1,1,5,6,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9429,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.003,7,7,5,6,9,23,6,2,4,6,4,5,4,4,4,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9430,Fauci,NA,BR,Yes,Young,Male,Employed,City,0.066,4,7,7,6,4,29,4,2,4,7,6,4,1,3,4,1,2,2,Yes,No,No,No,Yes,Yes,No,Yes,No,1,0,0,0,1,1,0,1,0
9431,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,City,-0.41,7,7,5,5,8,37,6,3,4,4,5,3,1,2,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9432,Fauci,Neutral,BR,Yes,Young,Male,Employed,City,0.163,6,7,6,7,5,25,4,4,4,7,7,3,1,2,3,2,2,5,Yes,Yes,Yes,No,No,Yes,No,Yes,No,1,1,1,0,0,1,0,1,0
9433,Fauci,Neutral,BR,Yes,Young,Female,Employed,City,-2.051,7,7,3,2,7,31,6,3,4,7,7,1,1,2,3,1,1,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9434,Fauci,NA,BR,Yes,Young,Female,Employed,City,-0.767,6,7,4,6,5,32,4,3,4,7,4,3,1,5,4,1,1,5,Yes,No,Yes,No,No,Yes,No,Yes,Yes,1,0,1,0,0,1,0,1,1
9435,Fauci,Like,BR,Yes,Mid-Age,Female,Employed,City,0.618,7,7,6,7,9,50,6,3,4,7,7,4,4,1,5,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9436,Fauci,Like,BR,Yes,Young,Male,Employed,City,0.933,7,7,7,7,9,26,5,3,4,7,7,3,1,1,3,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9437,Fauci,NA,BR,Yes,Mid-Age,Male,Unemployed,City,0.634,7,7,7,6,9,33,3,2,4,7,7,4,1,5,3,4,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9438,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.706,7,7,7,7,7,27,3,9,4,7,7,4,2,5,3,1,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
9439,Fauci,NA,BR,Yes,Old,Male,Employed,City,0.82,7,7,7,7,8,62,6,3,4,7,7,5,1,1,4,2,5,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9440,Fauci,Like,BR,Yes,Old,Female,Employed,City,0.933,7,7,7,7,9,70,6,3,4,4,7,7,1,1,5,5,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9441,Fauci,NA,BR,Yes,Young,Female,Unemployed,City,0.319,7,7,6,6,9,24,6,3,4,7,7,3,1,1,4,3,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9442,Fauci,NA,BR,Yes,Young,Female,Unemployed,City,0.319,7,7,6,6,9,25,5,2,4,7,7,4,1,6,3,3,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9443,Fauci,NA,BR,Yes,Young,Female,Student,City,0.205,4,7,6,6,8,25,6,4,4,6,7,2,1,4,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
9444,Fauci,NA,BR,Yes,Mid-Age,Female,Self-employed,City,0.618,7,7,6,7,9,35,5,4,4,7,7,3,1,1,4,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9445,Fauci,Like,BR,Yes,Young,Male,Employed,City,-0.312,7,7,4,6,9,25,4,4,4,7,7,3,1,2,5,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9446,Fauci,NA,BR,Yes,Young,Female,Employed,City,0.706,7,7,7,7,7,24,3,3,4,7,7,1,1,3,1,4,4,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,1,1,1,1,0,1,0
9447,Fauci,NA,BR,Yes,Young,Female,Student,City,0.161,6,5,7,7,7,20,4,6,4,7,7,5,1,1,4,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9448,Fauci,NA,BR,Yes,Old,Male,Employed,City,0.592,7,7,7,7,6,56,4,3,4,7,7,4,1,1,4,1,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9449,Fauci,Like,BR,Yes,Young,Male,Employed,City,0.303,7,7,5,7,9,23,6,4,4,7,7,2,1,1,4,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9450,Fauci,NA,BR,Yes,Young,Male,Student,City,0.003,7,7,5,6,9,24,6,4,4,6,1,2,1,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9451,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,42,5,2,4,7,7,4,1,4,4,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9452,Fauci,NA,BR,Yes,Young,Female,Student,City,0.933,7,7,7,7,9,28,6,3,4,6,6,2,7,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9453,Fauci,NA,BR,Yes,Young,Male,Self-employed,City,0.933,5,7,7,7,9,27,4,2,4,5,6,4,4,1,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9454,Fauci,NA,BR,Yes,Young,Male,Employed,City,-0.796,4,6,5,5,7,25,4,2,4,5,7,2,1,5,3,3,1,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
9455,Fauci,NA,BR,Yes,Young,Female,Student,City,0.933,7,7,7,7,9,22,6,4,4,7,7,3,1,1,2,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9456,Fauci,NA,BR,Yes,Mid-Age,Female,Self-employed,City,-3.123,3,1,6,3,1,35,6,3,4,7,7,2,1,6,4,1,7,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
9457,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,City,0.091,6,7,6,6,7,47,5,3,4,7,7,4,1,2,2,1,1,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
9458,Fauci,Like,BR,Yes,Young,Female,Unemployed,City,0.52,7,7,7,6,8,23,6,3,4,6,7,3,2,2,5,5,2,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9459,Fauci,Neutral,BR,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,39,5,2,4,7,7,4,1,1,3,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9460,Fauci,NA,BR,Yes,Young,Female,Student,City,-0.75,7,7,5,5,5,24,5,4,4,7,7,4,3,1,5,1,1,5,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9461,Fauci,Like,BR,Yes,Young,Female,Employed,City,0.618,5,7,6,7,9,25,5,3,4,5,7,4,1,1,4,6,6,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9462,Fauci,Neutral,BR,Yes,Young,Female,Student,City,0.134,4,6,7,6,7,21,3,5,4,5,5,5,2,3,4,5,2,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
9463,Fauci,NA,BR,Yes,Young,Female,Student,City,0.205,7,7,6,6,8,20,4,3,4,7,7,5,1,4,4,2,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9464,Fauci,Like,BR,Yes,Old,Male,Retired,Town,0.82,7,7,7,7,8,65,2,2,3,5,7,3,4,1,4,1,2,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9465,Fauci,NA,BR,Yes,Young,Female,Unemployed,Town,0.407,5,7,7,6,7,22,5,4,3,5,6,5,1,1,5,1,2,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9466,Fauci,NA,BR,Yes,Young,Female,Unemployed,Town,0.82,7,7,7,7,8,29,4,3,3,7,7,3,1,1,4,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
9467,Fauci,NA,BR,Yes,Young,Female,Employed,Town,0.019,7,7,6,5,9,22,5,3,3,7,7,3,1,3,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9468,Fauci,Like,BR,Yes,Young,Female,Student,Town,0.205,5,7,6,6,8,21,5,3,3,4,5,3,2,1,3,2,5,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
9469,Fauci,Neutral,BR,Yes,Old,Female,Retired,Town,0.706,7,7,7,7,7,65,3,4,3,7,7,4,1,1,3,3,1,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
9470,Fauci,Like,BR,Yes,Old,Female,Self-employed,Town,0.706,7,7,7,7,7,66,6,5,3,7,7,7,1,1,4,4,4,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
9471,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,Town,-0.61,5,6,5,6,6,44,4,3,3,3,7,4,3,1,5,7,7,7,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1,1,1,1,1,0,0,1,0
9472,Fauci,Like,BR,Yes,Old,Female,Retired,Town,0.293,7,7,7,6,6,65,5,2,3,5,7,3,1,1,4,7,5,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9473,Fauci,Like,BR,Yes,Old,Female,Retired,Town,-0.152,7,7,5,7,5,66,5,1,3,7,7,3,2,1,3,5,1,7,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1,0,0,1,1,1,0,1,0
9474,Fauci,Like,BR,Yes,Old,Male,Retired,Town,0.592,7,7,7,7,6,63,5,3,3,7,7,5,1,1,4,7,6,4,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9475,Fauci,NA,BR,Yes,Young,Female,Student,Town,-1.409,3,5,5,5,4,25,5,3,3,1,5,1,1,1,5,7,1,7,No,No,Yes,No,Yes,No,Yes,Yes,No,0,0,1,0,1,0,1,1,0
9476,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,Town,-0.61,5,6,5,6,6,38,4,3,3,5,7,4,3,1,4,7,4,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,1,1,0,1,1,1,1,0
9477,Fauci,Like,BR,Yes,Old,Female,Retired,Town,-0.295,7,6,6,6,6,59,6,3,3,7,7,4,1,1,5,3,6,6,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
9478,Fauci,NA,BR,Yes,Old,Male,Self-employed,Town,0.592,7,7,7,7,6,51,3,8,3,7,7,3,3,1,3,1,1,7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,1,1,0,1,1,1,1,0
9479,Fauci,NA,BR,Yes,Young,Male,Retired,Town,-1.137,4,6,5,5,4,24,3,4,3,5,6,6,5,1,4,6,5,5,Yes,No,No,No,Yes,Yes,No,Yes,No,1,0,0,0,1,1,0,1,0
9480,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,Town,0.03,7,6,5,7,9,49,6,3,3,7,7,3,1,1,3,4,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9481,Fauci,Like,BR,Yes,Young,Female,Employed,Town,-0.152,5,7,5,7,5,30,5,3,3,4,7,6,1,8,4,1,1,7,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1,0,1,0,0,1,1,1,0
9482,Fauci,NA,BR,Yes,Young,Male,Self-employed,Town,0.024,5,7,7,7,1,23,4,3,3,6,7,2,1,2,3,5,3,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
9483,Fauci,Neutral,BR,Yes,Old,Male,Self-employed,Town,-0.795,5,5,6,6,4,64,6,3,3,5,7,4,2,1,5,6,6,5,No,No,Yes,Yes,Yes,No,No,Yes,No,0,0,1,1,1,0,0,1,0
9484,Fauci,Neutral,BR,Yes,Old,Male,Retired,Town,0.82,7,7,7,7,8,58,3,2,3,7,7,4,3,1,3,3,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
9485,Fauci,Neutral,BR,Yes,Mid-Age,Female,Employed,Town,0.634,7,7,7,6,9,47,6,4,3,7,7,2,7,1,3,1,1,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9486,Fauci,NA,BR,Yes,Old,Male,Retired,Town,0.933,7,7,7,7,9,69,4,2,3,7,7,7,1,1,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9487,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,Town,-3.754,2,1,4,3,1,47,3,3,3,1,1,4,6,1,4,7,4,5,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
9489,Fauci,NA,BR,Yes,Old,Female,Self-employed,Town,-0.136,5,7,6,6,5,51,3,3,3,4,6,3,3,7,4,3,1,7,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9490,Fauci,Like,BR,Yes,Young,Female,Employed,Town,-1.742,7,6,2,5,7,20,4,3,3,6,6,4,1,1,1,2,1,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
9491,Fauci,NA,BR,Yes,Old,Female,Retired,Town,0.933,7,7,7,7,9,55,4,2,3,7,7,4,1,1,4,3,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9492,Fauci,Like,BR,Yes,Young,Male,Self-employed,Town,-0.12,2,7,7,5,5,31,6,2,3,7,6,5,3,2,4,4,5,7,No,Yes,Yes,No,Yes,Yes,No,Yes,No,0,1,1,0,1,1,0,1,0
9493,Fauci,Neutral,BR,Yes,Young,Male,Employed,Town,0.091,6,7,6,6,7,30,5,2,3,6,6,2,1,1,4,2,2,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
9494,Fauci,NA,BR,Yes,Mid-Age,Male,Employed,Town,-2.14,4,7,2,2,9,43,6,3,3,7,7,1,1,1,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9495,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,Town,-0.724,7,6,5,6,5,43,6,2,3,5,7,4,1,1,3,2,2,3,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
9496,Fauci,NA,BR,Yes,Old,Female,Retired,Town,0.82,7,7,7,7,8,67,6,2,3,7,7,4,7,1,5,4,1,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
9497,Fauci,NA,BR,Yes,Young,Female,Self-employed,Town,0.933,7,7,7,7,9,30,6,3,3,7,5,3,1,4,3,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9498,Fauci,Like,BR,Yes,Mid-Age,Female,Self-employed,Town,0.933,7,7,7,7,9,36,3,4,3,7,7,6,1,1,4,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9499,Fauci,NA,BR,Yes,Mid-Age,Female,Employed,Town,-0.681,6,5,6,6,5,40,6,2,3,6,7,2,1,1,4,6,3,3,No,No,Yes,No,Yes,Yes,Yes,Yes,No,0,0,1,0,1,1,1,1,0
9500,Fauci,Neutral,BR,Yes,Young,Female,Employed,Town,-0.296,7,7,5,5,9,30,3,2,3,7,7,3,4,2,4,3,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9501,Fauci,Like,BR,Yes,Old,Male,Retired,Town,0.706,7,7,7,7,7,61,3,6,3,7,7,3,1,1,4,5,1,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
9502,Fauci,NA,BR,Yes,Young,Female,Unemployed,Town,0.634,6,7,7,6,9,19,4,5,3,6,7,4,1,1,4,5,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9503,Fauci,Neutral,BR,Yes,Young,Male,Employed,Town,0.634,5,7,7,6,9,21,4,4,3,5,5,4,1,1,4,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9504,Fauci,Like,BR,Yes,Young,Female,Self-employed,Town,0.618,7,7,6,7,9,31,3,3,3,7,7,3,1,1,5,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9505,Fauci,Like,BR,Yes,Young,Female,Employed,Town,0.933,7,7,7,7,9,32,3,3,3,7,7,2,4,7,3,5,2,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9506,Fauci,NA,BR,Yes,Old,Female,Unemployed,Town,-4.554,1,1,3,1,2,62,4,2,3,1,1,3,7,1,5,7,3,1,No,No,No,No,Yes,No,No,Yes,No,0,0,0,0,1,0,0,1,0
9507,Fauci,Neutral,BR,Yes,Mid-Age,Male,Self-employed,Town,-1.664,6,7,4,3,5,46,3,3,3,5,7,2,5,4,5,6,5,6,No,Yes,Yes,No,Yes,Yes,No,Yes,No,0,1,1,0,1,1,0,1,0
9508,Fauci,NA,BR,Yes,Young,Male,Employed,Town,0.391,7,7,6,7,7,27,4,4,3,7,6,4,1,1,5,5,2,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
9509,Fauci,NA,BR,Yes,Young,Male,Self-employed,Town,0.163,7,7,6,7,5,32,5,2,3,7,7,1,3,1,4,1,6,6,Yes,No,Yes,No,Yes,No,Yes,Yes,No,1,0,1,0,1,0,1,1,0
9510,Fauci,NA,BR,Yes,Old,Male,Self-employed,Town,-1.568,4,4,5,5,5,63,5,1,3,4,6,3,4,1,3,6,5,6,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1,0,0,1,1,1,0,1,0
9511,Fauci,NA,BR,Yes,Old,Female,Unemployed,Town,-2.208,4,4,5,4,2,51,4,4,3,4,4,5,3,1,4,4,3,4,No,No,No,No,Yes,No,No,Yes,No,0,0,0,0,1,0,0,1,0
9512,Fauci,Like,BR,Yes,Young,Female,Self-employed,Town,0.303,7,7,5,7,9,27,6,8,3,7,7,3,1,1,3,1,2,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
9513,Fauci,Neutral,BR,Yes,Young,Male,Unemployed,Town,-0.565,4,7,5,6,4,29,4,2,3,7,7,3,1,1,4,5,5,4,Yes,No,Yes,No,No,Yes,No,Yes,No,1,0,1,0,0,1,0,1,0
9514,Fauci,Like,BR,Yes,Young,Male,Self-employed,Town,-0.522,7,6,6,6,4,23,6,3,3,5,7,4,2,1,5,5,3,5,Yes,No,No,No,No,Yes,Yes,Yes,No,1,0,0,0,0,1,1,1,0
